complaint_id,customer_id,complaint_date,category,description,status,resolution,priority
CMP04699,CUS-05521,2025-04-12,wrong_item,Notifikasi pesanan tidak masuk ke email.,resolved,Menunggu respon seller,medium
CMP04700,CUS-06471,2025-04-17,refund_delay,Notifikasi pesanan tidak masuk ke email.,resolved,Refund diproses,medium
CMP04701,CUS-01152,2025-01-21,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,high
CMP04702,CUS-00762,2025-02-25,app_bug,Customer service lama merespon.,resolved,,medium
CMP04703,CUS-01848,2025-04-26,promo_issue,Harga di aplikasi berbeda dengan yang di website.,closed,Escalated,high
CMP04704,CUS-11634,2025-04-05,account_security,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,low
CMP04705,CUS-02646,2025-05-06,account_security,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,medium
CMP04706,CUS-02015,2025-01-29,refund_delay,"Packaging rusak, produk penyok.",closed,,medium
CMP04707,CUS-06770,2025-03-21,app_bug,Barang yang diterima berbeda dengan yang dipesan.,open,,high
CMP04708,CUS-03181,2025-01-16,app_bug,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,medium
CMP04709,CUS-05475,2025-01-01,app_bug,Customer service lama merespon.,in_progress,,medium
CMP04710,CUS-01336,2025-04-24,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,closed,Escalated,high
CMP04711,CUS-00636,2025-04-10,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,,medium
CMP04712,CUS-10130,2025-04-19,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,low
CMP04713,CUS-11894,2025-04-19,packaging,Harga di aplikasi berbeda dengan yang di website.,resolved,Menunggu respon seller,medium
CMP04714,CUS-02987,2025-05-15,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Escalated,high
CMP04715,CUS-07604,2025-01-11,customer_service,Refund belum masuk setelah 2 minggu.,in_progress,,high
CMP04716,CUS-03986,2025-01-06,product_quality,"Packaging rusak, produk penyok.",open,,high
CMP04717,CUS-11951,2025-02-25,wrong_item,"Packaging rusak, produk penyok.",open,,high
CMP04718,CUS-06794,2025-02-12,packaging,"Packaging rusak, produk penyok.",closed,,high
CMP04719,CUS-06169,2025-04-30,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,low
CMP04720,CUS-00889,2025-05-11,promo_issue,Notifikasi pesanan tidak masuk ke email.,open,,low
CMP04721,CUS-09344,2025-04-11,packaging,Aplikasi sering error saat checkout.,resolved,Refund diproses,high
CMP04722,CUS-07187,2025-01-26,packaging,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Menunggu respon seller,high
CMP04723,CUS-11552,2025-05-04,billing_error,Barang yang diterima berbeda dengan yang dipesan.,closed,,low
CMP04724,CUS-02022,2025-05-20,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,open,,low
CMP04725,CUS-04547,2025-02-26,app_bug,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Refund diproses,high
CMP04726,CUS-03458,2025-01-30,app_bug,"Packaging rusak, produk penyok.",resolved,Sudah diganti,medium
CMP04727,CUS-00397,2025-03-09,customer_service,Customer service lama merespon.,resolved,,high
CMP04728,CUS-09485,2025-04-22,billing_error,Refund belum masuk setelah 2 minggu.,resolved,Escalated,high
CMP04729,CUS-01980,2025-02-21,packaging,"Packaging rusak, produk penyok.",resolved,,medium
CMP04730,CUS-09568,2025-04-28,account_security,"Packaging rusak, produk penyok.",closed,Menunggu respon seller,low
CMP04731,CUS-10679,2025-06-10,account_security,Produk yang diterima tidak sesuai dengan foto di website.,closed,Menunggu respon seller,medium
CMP04732,CUS-06037,2025-02-02,account_security,Refund belum masuk setelah 2 minggu.,resolved,Escalated,medium
CMP04733,CUS-11533,2025-02-05,customer_service,Refund belum masuk setelah 2 minggu.,in_progress,,medium
CMP04734,CUS-00205,2025-01-25,packaging,Customer service lama merespon.,closed,,low
CMP04735,CUS-04705,2025-05-20,wrong_item,Aplikasi sering error saat checkout.,closed,Refund diproses,low
CMP04736,CUS-07498,2025-03-01,app_bug,Notifikasi pesanan tidak masuk ke email.,resolved,Refund diproses,medium
CMP04737,CUS-11645,2025-01-17,packaging,Aplikasi sering error saat checkout.,resolved,Sudah diganti,medium
CMP04738,CUS-12000,2025-03-24,account_security,"Packaging rusak, produk penyok.",resolved,Escalated,low
CMP04739,CUS-08948,2025-03-30,app_bug,Notifikasi pesanan tidak masuk ke email.,resolved,,medium
CMP04740,CUS-06691,2025-02-21,account_security,Notifikasi pesanan tidak masuk ke email.,closed,,low
CMP04741,CUS-00871,2025-04-08,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Sudah diganti,low
CMP04742,CUS-00344,2025-06-04,account_security,Harga di aplikasi berbeda dengan yang di website.,resolved,,medium
CMP04743,CUS-05563,2025-02-05,delivery_issue,Notifikasi pesanan tidak masuk ke email.,resolved,Escalated,low
CMP04744,CUS-04437,2025-06-20,wrong_item,Notifikasi pesanan tidak masuk ke email.,closed,,medium
CMP04745,CUS-03872,2025-01-30,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,low
CMP04746,CUS-08496,2025-06-28,wrong_item,Refund belum masuk setelah 2 minggu.,resolved,Escalated,low
CMP04747,CUS-02605,2025-01-08,customer_service,Notifikasi pesanan tidak masuk ke email.,closed,Refund diproses,medium
CMP04748,CUS-04040,2025-04-07,wrong_item,Customer service lama merespon.,closed,Menunggu respon seller,medium
CMP04749,CUS-10321,2025-04-08,billing_error,Aplikasi sering error saat checkout.,in_progress,,medium
CMP04750,CUS-04303,2025-02-13,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,medium
CMP04751,CUS-02452,2025-01-17,billing_error,Notifikasi pesanan tidak masuk ke email.,closed,Escalated,low
CMP04752,CUS-06417,2025-05-02,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,high
CMP04753,CUS-09244,2025-02-20,refund_delay,"Packaging rusak, produk penyok.",closed,Refund diproses,medium
CMP04754,CUS-03896,2025-04-11,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,high
CMP04755,CUS-11967,2025-06-16,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,open,,low
CMP04756,CUS-08011,2025-05-01,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,,low
CMP04757,CUS-08192,2025-01-09,delivery_issue,"Packaging rusak, produk penyok.",resolved,Sudah diganti,high
CMP04758,CUS-11789,2025-03-22,app_bug,Customer service lama merespon.,closed,Refund diproses,high
CMP04759,CUS-02249,2025-04-21,delivery_issue,Refund belum masuk setelah 2 minggu.,in_progress,,low
CMP04760,CUS-04529,2025-05-21,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,high
CMP04761,CUS-04570,2025-05-14,app_bug,Customer service lama merespon.,closed,Escalated,high
CMP04762,CUS-09697,2025-03-27,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,high
CMP04763,CUS-11348,2025-03-28,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,low
CMP04764,CUS-11728,2025-02-14,customer_service,Aplikasi sering error saat checkout.,in_progress,,medium
CMP04765,CUS-07508,2025-06-25,packaging,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Escalated,high
CMP04766,CUS-03547,2025-02-28,wrong_item,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Menunggu respon seller,medium
CMP04767,CUS-01410,2025-02-24,app_bug,Notifikasi pesanan tidak masuk ke email.,closed,,high
CMP04768,CUS-06821,2025-04-15,delivery_issue,Aplikasi sering error saat checkout.,resolved,Menunggu respon seller,medium
CMP04769,CUS-10618,2025-06-05,product_quality,"Packaging rusak, produk penyok.",closed,,high
CMP04770,CUS-00789,2025-05-13,wrong_item,Notifikasi pesanan tidak masuk ke email.,resolved,,high
CMP04771,CUS-06519,2025-06-27,customer_service,Aplikasi sering error saat checkout.,closed,Refund diproses,medium
CMP04772,CUS-07892,2025-01-06,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,open,,high
CMP04773,CUS-07955,2025-01-29,product_quality,Customer service lama merespon.,resolved,Sudah diganti,high
CMP04774,CUS-01336,2025-01-03,delivery_issue,Aplikasi sering error saat checkout.,in_progress,,high
CMP04775,CUS-01118,2025-04-30,packaging,"Packaging rusak, produk penyok.",closed,,low
CMP04776,CUS-11614,2025-03-19,account_security,Produk yang diterima tidak sesuai dengan foto di website.,closed,Sudah diganti,medium
CMP04777,CUS-02546,2025-04-03,app_bug,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Sudah diganti,low
CMP04778,CUS-07989,2025-05-31,app_bug,"Packaging rusak, produk penyok.",open,,high
CMP04779,CUS-07287,2025-06-10,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,Menunggu respon seller,low
CMP04780,CUS-01780,2025-05-14,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Menunggu respon seller,low
CMP04781,CUS-10476,2025-04-19,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,medium
CMP04782,CUS-01706,2025-01-30,wrong_item,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,medium
CMP04783,CUS-06330,2025-01-07,app_bug,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,medium
CMP04784,CUS-03975,2025-03-24,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Sudah diganti,high
CMP04785,CUS-02788,2025-04-15,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Menunggu respon seller,high
CMP04786,CUS-05008,2025-05-28,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Sudah diganti,high
CMP04787,CUS-07807,2025-01-25,app_bug,Harga di aplikasi berbeda dengan yang di website.,closed,Menunggu respon seller,medium
CMP04788,CUS-10319,2025-03-27,app_bug,Aplikasi sering error saat checkout.,closed,Refund diproses,medium
CMP04789,CUS-10749,2025-06-05,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Escalated,medium
CMP04790,CUS-01072,2025-06-02,delivery_issue,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,medium
CMP04791,CUS-01701,2025-05-24,delivery_issue,Aplikasi sering error saat checkout.,resolved,Escalated,high
CMP04792,CUS-09601,2025-06-21,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,low
CMP04793,CUS-10829,2025-03-08,product_quality,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,high
CMP04794,CUS-06538,2025-05-09,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,closed,Refund diproses,low
CMP04795,CUS-04818,2025-05-21,customer_service,Aplikasi sering error saat checkout.,closed,,medium
CMP04796,CUS-07551,2025-02-15,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Escalated,low
CMP04797,CUS-07116,2025-01-04,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Refund diproses,low
CMP04798,CUS-06033,2025-02-15,packaging,"Packaging rusak, produk penyok.",in_progress,,high
CMP04799,CUS-11717,2025-03-15,billing_error,Refund belum masuk setelah 2 minggu.,in_progress,,high
CMP04800,CUS-03810,2025-02-26,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,,high
CMP04801,CUS-08972,2025-02-02,refund_delay,Customer service lama merespon.,closed,Escalated,high
CMP04802,CUS-07475,2025-05-17,refund_delay,Refund belum masuk setelah 2 minggu.,in_progress,,high
CMP04803,CUS-05676,2025-05-26,product_quality,Customer service lama merespon.,closed,Refund diproses,medium
CMP04804,CUS-07828,2025-05-21,packaging,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Sudah diganti,low
CMP04805,CUS-07621,2025-03-13,billing_error,Aplikasi sering error saat checkout.,in_progress,,low
CMP04806,CUS-03849,2025-06-27,refund_delay,"Packaging rusak, produk penyok.",resolved,,low
CMP04807,CUS-05738,2025-06-22,customer_service,Customer service lama merespon.,resolved,,high
CMP04808,CUS-09486,2025-05-15,wrong_item,Customer service lama merespon.,closed,,low
CMP04809,CUS-11392,2025-01-08,product_quality,Aplikasi sering error saat checkout.,open,,medium
CMP04810,CUS-04231,2025-06-21,wrong_item,Notifikasi pesanan tidak masuk ke email.,in_progress,,low
CMP04811,CUS-02736,2025-03-19,packaging,Notifikasi pesanan tidak masuk ke email.,closed,Escalated,low
CMP04812,CUS-01149,2025-02-23,refund_delay,Customer service lama merespon.,closed,,high
CMP04813,CUS-04816,2025-03-11,promo_issue,"Packaging rusak, produk penyok.",in_progress,,low
CMP04814,CUS-10635,2025-05-20,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,closed,Refund diproses,high
CMP04815,CUS-03105,2025-05-19,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,medium
CMP04816,CUS-02617,2025-06-17,app_bug,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,medium
CMP04817,CUS-02783,2025-04-15,product_quality,Customer service lama merespon.,open,,medium
CMP04818,CUS-02674,2025-05-31,account_security,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,low
CMP04819,CUS-06273,2025-03-02,app_bug,Refund belum masuk setelah 2 minggu.,open,,medium
CMP04820,CUS-06353,2025-03-14,packaging,Customer service lama merespon.,resolved,Refund diproses,medium
CMP04821,CUS-03724,2025-03-10,delivery_issue,Customer service lama merespon.,resolved,,high
CMP04822,CUS-07157,2025-04-28,refund_delay,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Sudah diganti,medium
CMP04823,CUS-03149,2025-06-02,app_bug,Aplikasi sering error saat checkout.,resolved,Escalated,low
CMP04824,CUS-08654,2025-01-11,customer_service,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,medium
CMP04825,CUS-08503,2025-01-08,app_bug,Aplikasi sering error saat checkout.,resolved,,medium
CMP04826,CUS-03874,2025-01-22,wrong_item,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Escalated,medium
CMP04827,CUS-04892,2025-04-02,promo_issue,Aplikasi sering error saat checkout.,closed,Escalated,low
CMP04828,CUS-10386,2025-01-19,account_security,Barang yang diterima berbeda dengan yang dipesan.,resolved,,medium
CMP04829,CUS-00670,2025-02-08,packaging,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,low
CMP04830,CUS-04682,2025-06-23,wrong_item,Refund belum masuk setelah 2 minggu.,closed,Sudah diganti,low
CMP04831,CUS-04793,2025-04-23,refund_delay,Barang yang diterima berbeda dengan yang dipesan.,open,,high
CMP04832,CUS-08663,2025-04-18,app_bug,"Packaging rusak, produk penyok.",open,,medium
CMP04833,CUS-03965,2025-03-11,delivery_issue,Refund belum masuk setelah 2 minggu.,resolved,,low
CMP04834,CUS-05598,2025-06-05,delivery_issue,Notifikasi pesanan tidak masuk ke email.,in_progress,,low
CMP04835,CUS-11770,2025-01-11,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,,high
CMP04836,CUS-11067,2025-02-11,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,Refund diproses,low
CMP04837,CUS-11071,2025-06-17,packaging,Notifikasi pesanan tidak masuk ke email.,in_progress,,medium
CMP04838,CUS-04672,2025-05-12,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,medium
CMP04839,CUS-02370,2025-05-28,refund_delay,Harga di aplikasi berbeda dengan yang di website.,closed,,high
CMP04840,CUS-08362,2025-03-29,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,,medium
CMP04841,CUS-03906,2025-06-08,delivery_issue,Customer service lama merespon.,resolved,Refund diproses,low
CMP04842,CUS-03202,2025-05-04,packaging,Notifikasi pesanan tidak masuk ke email.,resolved,Menunggu respon seller,low
CMP04843,CUS-01894,2025-03-10,delivery_issue,Notifikasi pesanan tidak masuk ke email.,in_progress,,low
CMP04844,CUS-01439,2025-05-03,delivery_issue,Notifikasi pesanan tidak masuk ke email.,resolved,,medium
CMP04845,CUS-09999,2025-03-23,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,Escalated,medium
CMP04846,CUS-08904,2025-02-01,wrong_item,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Sudah diganti,medium
CMP04847,CUS-02229,2025-02-05,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,high
CMP04848,CUS-11511,2025-06-30,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,medium
CMP04849,CUS-05818,2025-06-07,app_bug,"Packaging rusak, produk penyok.",resolved,Refund diproses,low
CMP04850,CUS-02772,2025-01-10,billing_error,"Packaging rusak, produk penyok.",closed,,low
CMP04851,CUS-04953,2025-04-30,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,high
CMP04852,CUS-08493,2025-06-13,delivery_issue,Aplikasi sering error saat checkout.,closed,Refund diproses,medium
CMP04853,CUS-01094,2025-05-30,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",open,,medium
CMP04854,CUS-05511,2025-06-08,packaging,Harga di aplikasi berbeda dengan yang di website.,resolved,Refund diproses,medium
CMP04855,CUS-03814,2025-05-02,app_bug,Harga di aplikasi berbeda dengan yang di website.,resolved,Sudah diganti,medium
CMP04856,CUS-03119,2025-02-20,refund_delay,Customer service lama merespon.,resolved,,high
CMP04857,CUS-03163,2025-06-20,refund_delay,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,medium
CMP04858,CUS-05380,2025-01-29,delivery_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Refund diproses,low
CMP04859,CUS-11952,2025-04-07,customer_service,Customer service lama merespon.,in_progress,,medium
CMP04860,CUS-11487,2025-05-30,promo_issue,Refund belum masuk setelah 2 minggu.,in_progress,,low
CMP04861,CUS-10115,2025-04-04,packaging,Customer service lama merespon.,resolved,,high
CMP04862,CUS-08683,2025-01-15,product_quality,Harga di aplikasi berbeda dengan yang di website.,resolved,,low
CMP04863,CUS-01698,2025-02-17,billing_error,Aplikasi sering error saat checkout.,resolved,Refund diproses,low
CMP04864,CUS-11128,2025-02-03,refund_delay,Barang yang diterima berbeda dengan yang dipesan.,closed,Escalated,high
CMP04865,CUS-06812,2025-01-20,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Sudah diganti,low
CMP04866,CUS-07247,2025-03-19,billing_error,Produk yang diterima tidak sesuai dengan foto di website.,closed,Menunggu respon seller,high
CMP04867,CUS-05122,2025-03-04,product_quality,Harga di aplikasi berbeda dengan yang di website.,resolved,,medium
CMP04868,CUS-08351,2025-02-13,product_quality,"Packaging rusak, produk penyok.",resolved,Menunggu respon seller,medium
CMP04869,CUS-08040,2025-06-23,delivery_issue,Customer service lama merespon.,open,,high
CMP04870,CUS-09060,2025-04-23,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,high
CMP04871,CUS-06687,2025-06-02,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Refund diproses,medium
CMP04872,CUS-05344,2025-02-28,promo_issue,"Packaging rusak, produk penyok.",resolved,,low
CMP04873,CUS-05041,2025-03-13,packaging,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,medium
CMP04874,CUS-01775,2025-05-15,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Escalated,high
CMP04875,CUS-09177,2025-05-15,account_security,Aplikasi sering error saat checkout.,open,,high
CMP04876,CUS-07574,2025-01-20,packaging,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Sudah diganti,high
CMP04877,CUS-01468,2025-01-16,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,high
CMP04878,CUS-11503,2025-02-07,account_security,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,,high
CMP04879,CUS-11882,2025-03-08,refund_delay,"Packaging rusak, produk penyok.",closed,Refund diproses,high
CMP04880,CUS-09344,2025-03-01,wrong_item,"Packaging rusak, produk penyok.",closed,Refund diproses,low
CMP04881,CUS-05480,2025-04-08,promo_issue,Notifikasi pesanan tidak masuk ke email.,resolved,Escalated,high
CMP04882,CUS-02063,2025-01-18,promo_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Escalated,medium
CMP04883,CUS-04664,2025-06-18,billing_error,Refund belum masuk setelah 2 minggu.,open,,high
CMP04884,CUS-11583,2025-06-05,refund_delay,Refund belum masuk setelah 2 minggu.,closed,,low
CMP04885,CUS-05067,2025-04-07,customer_service,Barang yang diterima berbeda dengan yang dipesan.,resolved,,medium
CMP04886,CUS-07888,2025-04-08,packaging,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,low
CMP04887,CUS-06791,2025-04-15,delivery_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,high
CMP04888,CUS-01346,2025-03-15,promo_issue,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,medium
CMP04889,CUS-00601,2025-02-03,product_quality,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,medium
CMP04890,CUS-11693,2025-03-27,app_bug,Harga di aplikasi berbeda dengan yang di website.,closed,,medium
CMP04891,CUS-01314,2025-04-20,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,open,,high
CMP04892,CUS-06307,2025-04-09,delivery_issue,Notifikasi pesanan tidak masuk ke email.,open,,low
CMP04893,CUS-10199,2025-01-06,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,low
CMP04894,CUS-09443,2025-01-18,app_bug,Notifikasi pesanan tidak masuk ke email.,resolved,,low
CMP04895,CUS-08034,2025-02-15,billing_error,"Packaging rusak, produk penyok.",resolved,Sudah diganti,medium
CMP04896,CUS-04941,2025-06-25,delivery_issue,Notifikasi pesanan tidak masuk ke email.,closed,,low
CMP04897,CUS-02850,2025-02-20,wrong_item,Customer service lama merespon.,in_progress,,low
CMP04898,CUS-03493,2025-04-08,account_security,Produk yang diterima tidak sesuai dengan foto di website.,closed,Escalated,low
CMP04899,CUS-10136,2025-02-12,refund_delay,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,medium
CMP04900,CUS-06219,2025-01-19,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,low
CMP04901,CUS-02236,2025-03-16,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,high
CMP04902,CUS-11238,2025-01-05,promo_issue,Aplikasi sering error saat checkout.,closed,Escalated,low
CMP04903,CUS-10040,2025-04-18,delivery_issue,"Packaging rusak, produk penyok.",closed,Menunggu respon seller,high
CMP04904,CUS-05433,2025-01-19,promo_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,low
CMP04905,CUS-05921,2025-02-28,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,high
CMP04906,CUS-10096,2025-03-31,packaging,Barang yang diterima berbeda dengan yang dipesan.,resolved,,low
CMP04907,CUS-09595,2025-06-30,customer_service,Refund belum masuk setelah 2 minggu.,resolved,,high
CMP04908,CUS-04542,2025-02-27,promo_issue,Refund belum masuk setelah 2 minggu.,resolved,Refund diproses,low
CMP04909,CUS-04603,2025-06-12,delivery_issue,Refund belum masuk setelah 2 minggu.,resolved,,high
CMP04910,CUS-07175,2025-05-19,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,medium
CMP04911,CUS-03493,2025-06-08,refund_delay,Harga di aplikasi berbeda dengan yang di website.,closed,Sudah diganti,high
CMP04912,CUS-09428,2025-02-20,billing_error,Harga di aplikasi berbeda dengan yang di website.,in_progress,,medium
CMP04913,CUS-00339,2025-02-07,customer_service,Aplikasi sering error saat checkout.,closed,Escalated,low
CMP04914,CUS-02235,2025-04-17,product_quality,Refund belum masuk setelah 2 minggu.,resolved,Refund diproses,high
CMP04915,CUS-07266,2025-04-03,packaging,Notifikasi pesanan tidak masuk ke email.,resolved,Refund diproses,medium
CMP04916,CUS-09168,2025-03-15,billing_error,Harga di aplikasi berbeda dengan yang di website.,resolved,Escalated,low
CMP04917,CUS-02767,2025-06-21,wrong_item,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Refund diproses,medium
CMP04918,CUS-08401,2025-05-13,product_quality,Aplikasi sering error saat checkout.,resolved,,medium
CMP04919,CUS-08865,2025-02-24,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Sudah diganti,high
CMP04920,CUS-04143,2025-03-28,account_security,Harga di aplikasi berbeda dengan yang di website.,closed,Refund diproses,medium
CMP04921,CUS-10065,2025-06-14,billing_error,Refund belum masuk setelah 2 minggu.,closed,,low
CMP04922,CUS-05288,2025-05-03,billing_error,Harga di aplikasi berbeda dengan yang di website.,closed,Refund diproses,medium
CMP04923,CUS-06769,2025-02-15,product_quality,Barang yang diterima berbeda dengan yang dipesan.,resolved,,high
CMP04924,CUS-08843,2025-02-06,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,closed,,medium
CMP04925,CUS-05713,2025-04-21,product_quality,Customer service lama merespon.,in_progress,,high
CMP04926,CUS-03379,2025-01-06,wrong_item,Aplikasi sering error saat checkout.,closed,Escalated,high
CMP04927,CUS-06049,2025-06-16,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,closed,Refund diproses,medium
CMP04928,CUS-04504,2025-02-22,customer_service,Barang yang diterima berbeda dengan yang dipesan.,closed,,low
CMP04929,CUS-05697,2025-02-28,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,medium
CMP04930,CUS-10126,2025-02-03,refund_delay,Notifikasi pesanan tidak masuk ke email.,open,,medium
CMP04931,CUS-09669,2025-03-01,app_bug,Harga di aplikasi berbeda dengan yang di website.,resolved,,high
CMP04932,CUS-06929,2025-03-26,app_bug,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,low
CMP04933,CUS-02112,2025-03-14,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,high
CMP04934,CUS-09553,2025-04-20,delivery_issue,Notifikasi pesanan tidak masuk ke email.,closed,Escalated,medium
CMP04935,CUS-00419,2025-06-10,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,medium
CMP04936,CUS-04191,2025-06-29,customer_service,Notifikasi pesanan tidak masuk ke email.,closed,,high
CMP04937,CUS-04231,2025-01-24,product_quality,Notifikasi pesanan tidak masuk ke email.,open,,medium
CMP04938,CUS-11047,2025-02-26,delivery_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,open,,medium
CMP04939,CUS-02328,2025-02-05,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,resolved,,medium
CMP04940,CUS-05831,2025-01-02,billing_error,"Packaging rusak, produk penyok.",resolved,Escalated,high
CMP04941,CUS-05414,2025-01-02,refund_delay,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,low
CMP04942,CUS-11606,2025-03-16,customer_service,"Packaging rusak, produk penyok.",resolved,Refund diproses,high
CMP04943,CUS-10414,2025-05-28,refund_delay,"Packaging rusak, produk penyok.",resolved,,low
CMP04944,CUS-06361,2025-02-24,app_bug,Barang yang diterima berbeda dengan yang dipesan.,resolved,,medium
CMP04945,CUS-08203,2025-03-25,account_security,Notifikasi pesanan tidak masuk ke email.,in_progress,,medium
CMP04946,CUS-00911,2025-05-09,product_quality,Aplikasi sering error saat checkout.,open,,low
